SUPPLIER PRODUCT NUMBER,SUPPLIER PRODUCT NAME,SUPPLIER EAN CODE ,PACKAGING UNIT,RETAIL PRICE (MSRP),PURCHASE PRICE (EXCL. VAT),BRAND,CATEGORY,MATERIAL,COLOR,COUNTRY OF ORIGIN,PRODUCT DESCRIPTION,MICROWAVE SAFE,CLEANING/WASHING INSTRUCTIONS,DISHWASHER SAFE,HANDMADE,DIAMETER (CM),WIDTH (CM) ,HEIGHT (CM),LENGHT (CM),CAPACITY (ML),NET PRODUCT WEIGHT (GRAMS),PACKAGE DIMENSIONS: LENGTH (CM),PACKAGE DIMENSIONS: HEIGHT (CM),PACKAGE DIMENSIONS: WIDTH (CM),GROSS WEIGHT INCL. PACKAGE (GRAMS)
283-118,Meadows Vase Midnight,8595711804174,1 pcs / 1 box,"€137,50","€55,00",Anna von Lipa,Vases, Glass,Midnight,Czech Republic,"The new MEADOWS collection was created in collaboration with our designer Jytte Correll. Jytte has been thinking about a similar design for a long time, and in cooperation with a glass factory, we managed to find the right technique and create this collection inspired mainly by nature. For this reason, the name MEADOWS and individual color combinations were named after the most similar colors from the nature that surrounds us.

Whether you choose the icy-looking ARCTIC inspired by the icy kingdom of Antarctica, MIDNIGHT evoking a dark night, CHERRY BLOSSOM looking like a blossoming cherry tree, SPRING with the feeling of a spring forest, EAST COAST which transports you to the ocean coast or VIVA MAGENTA with its calm color combination, you can never go wrong. All colors have been carefully selected to have a positive feeling and fit the trends of contemporary interiors.And what is the bonus of this collection? Color combinations have no limit. Nothing is impossible. You can choose any color mix and create your own combination. Plenty of colors and variants for everyone. This leads us to unlimited offers and possibilities of variation according to the wishes of our customers.",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,"13,3",-,26,No Length,2000,1300,"13,5",27,"13,5",1300
283-120,Meadows Vase Cherry Blossom,8595711803443,1 pcs / 1 box,"€137,50","€55,00",Anna von Lipa,Vases, Glass,Cherry Blossom,Czech Republic,"The new MEADOWS collection was created in collaboration with our designer Jytte Correll. Jytte has been thinking about a similar design for a long time, and in cooperation with a glass factory, we managed to find the right technique and create this collection inspired mainly by nature. For this reason, the name MEADOWS and individual color combinations were named after the most similar colors from the nature that surrounds us.

Whether you choose the icy-looking ARCTIC inspired by the icy kingdom of Antarctica, MIDNIGHT evoking a dark night, CHERRY BLOSSOM looking like a blossoming cherry tree, SPRING with the feeling of a spring forest, EAST COAST which transports you to the ocean coast or VIVA MAGENTA with its calm color combination, you can never go wrong. All colors have been carefully selected to have a positive feeling and fit the trends of contemporary interiors.And what is the bonus of this collection? Color combinations have no limit. Nothing is impossible. You can choose any color mix and create your own combination. Plenty of colors and variants for everyone. This leads us to unlimited offers and possibilities of variation according to the wishes of our customers.",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,"13,3",-,26,No Length,2000,1300,"13,5",27,"13,5",1300
283-121,Meadows Vase Spring,8595711803450,1 pcs / 1 box,"€137,50","€55,00",Anna von Lipa,Vases, Glass,Spring,Czech Republic,"The new MEADOWS collection was created in collaboration with our designer Jytte Correll. Jytte has been thinking about a similar design for a long time, and in cooperation with a glass factory, we managed to find the right technique and create this collection inspired mainly by nature. For this reason, the name MEADOWS and individual color combinations were named after the most similar colors from the nature that surrounds us.

Whether you choose the icy-looking ARCTIC inspired by the icy kingdom of Antarctica, MIDNIGHT evoking a dark night, CHERRY BLOSSOM looking like a blossoming cherry tree, SPRING with the feeling of a spring forest, EAST COAST which transports you to the ocean coast or VIVA MAGENTA with its calm color combination, you can never go wrong. All colors have been carefully selected to have a positive feeling and fit the trends of contemporary interiors.And what is the bonus of this collection? Color combinations have no limit. Nothing is impossible. You can choose any color mix and create your own combination. Plenty of colors and variants for everyone. This leads us to unlimited offers and possibilities of variation according to the wishes of our customers.",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,"13,3",-,26,No Length,2000,1300,"13,5",27,"13,5",1300
283-122,Meadows Vase Viva Magenta,8595711803467,1 pcs / 1 box,"€137,50","€55,00",Anna von Lipa,Vases, Glass,Viva Magenta,Czech Republic,"The new MEADOWS collection was created in collaboration with our designer Jytte Correll. Jytte has been thinking about a similar design for a long time, and in cooperation with a glass factory, we managed to find the right technique and create this collection inspired mainly by nature. For this reason, the name MEADOWS and individual color combinations were named after the most similar colors from the nature that surrounds us.

Whether you choose the icy-looking ARCTIC inspired by the icy kingdom of Antarctica, MIDNIGHT evoking a dark night, CHERRY BLOSSOM looking like a blossoming cherry tree, SPRING with the feeling of a spring forest, EAST COAST which transports you to the ocean coast or VIVA MAGENTA with its calm color combination, you can never go wrong. All colors have been carefully selected to have a positive feeling and fit the trends of contemporary interiors.And what is the bonus of this collection? Color combinations have no limit. Nothing is impossible. You can choose any color mix and create your own combination. Plenty of colors and variants for everyone. This leads us to unlimited offers and possibilities of variation according to the wishes of our customers.",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,"13,3",-,26,No Length,2000,1300,"13,5",27,"13,5",1300
283-123,Meadows Vase East Coast,8595711803474,1 pcs / 1 box,"€137,50","€55,00",Anna von Lipa,Vases, Glass,East Coast,Czech Republic,"The new MEADOWS collection was created in collaboration with our designer Jytte Correll. Jytte has been thinking about a similar design for a long time, and in cooperation with a glass factory, we managed to find the right technique and create this collection inspired mainly by nature. For this reason, the name MEADOWS and individual color combinations were named after the most similar colors from the nature that surrounds us.

Whether you choose the icy-looking ARCTIC inspired by the icy kingdom of Antarctica, MIDNIGHT evoking a dark night, CHERRY BLOSSOM looking like a blossoming cherry tree, SPRING with the feeling of a spring forest, EAST COAST which transports you to the ocean coast or VIVA MAGENTA with its calm color combination, you can never go wrong. All colors have been carefully selected to have a positive feeling and fit the trends of contemporary interiors.And what is the bonus of this collection? Color combinations have no limit. Nothing is impossible. You can choose any color mix and create your own combination. Plenty of colors and variants for everyone. This leads us to unlimited offers and possibilities of variation according to the wishes of our customers.",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,"13,3",-,26,No Length,2000,1300,"13,5",27,"13,5",1300
284-139,Volcano Vase Blue Agate,8595711804235,1 pcs / 1 box,"€172,50","€69,00",Anna von Lipa,Vases, Glass,Blue Agate,Czech Republic,"The VOLCANO collection was created in collaboration with glassworks and a combination of special techniques. The production process is very specific and we are proud to present this specialized design to you. The discovery of this technique goes back in history and it is great that our manufacturing experts can still produce this technique today. And why VOLCANO? What do the colors on the glass remind you of? Yes, an active volcano, lava and heat... maybe more. The muted colors are meant to remind us of this natural phenomenon. Their appearance certainly suits modern homes and can be easily combined with other natural materials such as wood and stone.

Each piece is unique. At the factory, we never know what creation the used colors will create and what the final effect will be for the given piece. That's why production is exciting and creative. The uniqueness of this collection gives it mystery. Let the VOLCANO erupt in Anna von Lipa.",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,"13,3",-,26,No Length,2000,1300,"13,5",27,"13,5",1300
285-106,Confetti Vase Flamingo,5740009208216,1 pcs / 1 box,"€122,50","€49,00",Anna von Lipa,Vases, Glass,Flamingo,Czech Republic,"Anna von Lipa's timeless shape, bold and refined print. Each handmade with love, passion and dedication. The perfect companion to your daffodils, striking enough to make a stunning centrepiece. Nobel luxurious dash of violet. Foolproof combination of green & beige Mix of apricot orange & rose pink",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,"13,3",-,26,No Length,2000,1300,"13,5",27,"13,5",1300
285-107,Confetti Vase Evergreen,5740009208223,1 pcs / 1 box,"€122,50","€49,00",Anna von Lipa,Vases, Glass,Evergreen,Czech Republic,"Anna von Lipa's timeless shape, bold and refined print. Each handmade with love, passion and dedication. The perfect companion to your daffodils, striking enough to make a stunning centrepiece. Nobel luxurious dash of violet. Foolproof combination of green & beige Mix of apricot orange & rose pink",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,"13,3",-,26,No Length,2000,1300,"13,5",27,"13,5",1300
285-130,Confetti Vase Apricot,5740009209008,1 pcs / 1 box,"€122,50","€49,00",Anna von Lipa,Vases, Glass,Apricot,Czech Republic,"Anna von Lipa's timeless shape, bold and refined print. Each handmade with love, passion and dedication. The perfect companion to your daffodils, striking enough to make a stunning centrepiece. Nobel luxurious dash of violet. Foolproof combination of green & beige Mix of apricot orange & rose pink",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,"13,3",-,26,No Length,2000,1300,"13,5",27,"13,5",1300
285-132,Confetti Vase Pacific,8595711802200,1 pcs / 1 box,"€122,50","€49,00",Anna von Lipa,Vases, Glass,Pacific,Czech Republic,"Anna von Lipa's timeless shape, bold and refined print. Each handmade with love, passion and dedication. The perfect companion to your daffodils, striking enough to make a stunning centrepiece. Nobel luxurious dash of violet. Foolproof combination of green & beige Mix of apricot orange & rose pink",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,"13,3",-,26,No Length,2000,1300,"13,5",27,"13,5",1300
285-134,Confetti Vase Mandarin,5740009209763,1 pcs / 1 box,"€122,50","€49,00",Anna von Lipa,Vases, Glass,Mandarin,Czech Republic,"Anna von Lipa's timeless shape, bold and refined print. Each handmade with love, passion and dedication. The perfect companion to your daffodils, striking enough to make a stunning centrepiece. Nobel luxurious dash of violet. Foolproof combination of green & beige Mix of apricot orange & rose pink",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,"13,3",-,26,No Length,2000,1300,"13,5",27,"13,5",1300
285-95,Confetti Vase Marble,8595711802194,1 pcs / 1 box,"€122,50","€49,00",Anna von Lipa,Vases, Glass,Marble,Czech Republic,"Anna von Lipa's timeless shape, bold and refined print. Each handmade with love, passion and dedication. The perfect companion to your daffodils, striking enough to make a stunning centrepiece. Nobel luxurious dash of violet. Foolproof combination of green & beige Mix of apricot orange & rose pink",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,"13,3",-,26,No Length,2000,1300,"13,5",27,"13,5",1300
285-139,Confetti Vase Side Mulberry Purple,8595711802217,1 pcs / 1 box,"€122,50","€49,00",Anna von Lipa,Vases, Glass,Side Mulberry Purple,Czech Republic,"Anna von Lipa's timeless shape, bold and refined print. Each handmade with love, passion and dedication. The perfect companion to your daffodils, striking enough to make a stunning centrepiece. Nobel luxurious dash of violet. Foolproof combination of green & beige Mix of apricot orange & rose pink",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,"13,3",-,26,No Length,2000,1300,"13,5",27,"13,5",1300
285-95/42,Confetti Vase Amalfi Blue,5740009209770,1 pcs / 1 box,"€122,50","€49,00",Anna von Lipa,Vases, Glass,Amalfi Blue,Czech Republic,"Anna von Lipa's timeless shape, bold and refined print. Each handmade with love, passion and dedication. The perfect companion to your daffodils, striking enough to make a stunning centrepiece. Nobel luxurious dash of violet. Foolproof combination of green & beige Mix of apricot orange & rose pink",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,"13,3",-,26,No Length,2000,1300,"13,5",27,"13,5",1300
285-110,Confetti Vase Caribbean,8595711800633,1 pcs / 1 box,"€122,50","€49,00",Anna von Lipa,Vases, Glass,Caribbean,Czech Republic,"Anna von Lipa's timeless shape, bold and refined print. Each handmade with love, passion and dedication. The perfect companion to your daffodils, striking enough to make a stunning centrepiece. Nobel luxurious dash of violet. Foolproof combination of green & beige Mix of apricot orange & rose pink",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,"13,3",-,26,No Length,2000,1300,"13,5",27,"13,5",1300
285-180,Confetti Vase Multi-full,5740009210196,1 pcs / 1 box,"€122,50","€49,00",Anna von Lipa,Vases, Glass,Multi-full,Czech Republic,"Anna von Lipa's timeless shape, bold and refined print. Each handmade with love, passion and dedication. The perfect companion to your daffodils, striking enough to make a stunning centrepiece. Nobel luxurious dash of violet. Foolproof combination of green & beige Mix of apricot orange & rose pink",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,"13,3",-,26,No Length,2000,1300,"13,5",27,"13,5",1300
